pilot,records,peaks
Michael Malchereck,2,Schleinitz;Hefferthorn
Michael Pohl,2,Böses Weibele;Kalser Höhe
Michael Riess,2,Großer Schober;Speikbichl (Schwaigerhöhe)
Michael Rogger,2,Gipfelkreuz Helm;Helm - Monte Elmo
Michael Sommerauer,2,Kleines Mandl;Stoderzinken
Michael Stocker,2,Strasskopf;Straßkopf
Michael Stranig,2,Koppen;Ebeneck
Michael Untersteiner,2,Gensgitsch;Bullerschkopf
Michal Gierlach,2,Penkkopf;Hochrohkopf
Moritz Kampelmühler,2,Ebenschlag;Aibel
Moritz Schultes,2,Aggenstein;Erzberg
Márk Bede-Fazekas,2,Mali turn;Kofce gora / Hüttenberg
Noah Kiener,2,Eisentalhöhe;Tschekelnock
Oliver Steinigen,2,Stadelstein;Martennock
Ondřej Johanovský,2,Wiesenkreuz;Langkofel
Patrick Freudenthaler,2,Hirscheck;Benn-Nock
Paul Guschlbauer,2,Brandhorn;Kareck
Paul Paier,2,Heukuppe;Törlkopf
Paul Schmuck,2,Seckauer Zinken;Wörschacher Reidling
Peer Markwardt,2,Kl. Schöberl;Kleines Schöberl
Peter Freydl,2,Übelsteinberg;Rabnitzberg
Peter Schaller,2,Rödresnock (Moschelitzen);Gertrusk
Peter Wipplinger,2,Wirt;Älpelekopf
Philipp Wiltsche,2,Bielerspitze;Bieler Kopf
Remie Denehy,2,Falkert;Tschaneck
Richard Fritz,2,Reiningspitz;Bierfasselkopf
Richard Spörer,2,Hinteralm;Muckenkogel
Robert Streitberger,2,Dörfler Höhe;Payerhöhe
Roland Fanzoy,2,Steinernes Mandl;Lassacher Höhe
Roland M,2,Gaishorn;Gaiseck
Rolf Erhardt,2,Karhorn;Wannenkopf
Roman Jöchl,2,Wildseeloder;Prostkögerl
Sebastian Schaidreiter,2,Karriedel;Mooskopf
Sebastian Witzmann,2,Stuckkogel;Ehrenbachhöhe
Severin Puschkarski 🌤,2,Gampberg;Saroja
Simon Prüller,2,Hinterer Polster;Riegerin
Stefan Hofer,2,Kesselspitze;Hammerspitze
Stefan Kirchner,2,Rescheskogel;Oberer Gernkogel
Stefan Puchegger,2,Schwarzriegel;Hoher Hengst
Styfmi Fresh,2,Niederer Gernkogel;Hahnbalzköpfl
Thimo Emmenegger,2,Großer Wildenkogel;Schönberg (Wildenkogel)
Thomas Hofbauer,2,Fölzstein;Achnerkuchel
Thomas Höller,2,Hohe Schrott;Häsing
Thomas Leitner,2,Blößenegg;Bärnerkogel
Thomas Schnöll,2,Balonspitze;Kaltenfeldspitze
Till Gottbrath,2,Nesselberg;Wirtsalpkopf
Tim Bek,2,Hinterer Spiegelkogel;Thaneller
Tobias Ramsbacher,2,Aineck;Teuerlnock
Tomas Hruzek,2,Mittermooser Joch;Erzkogel
Torsten Hahne,2,Zwölferkopf;Mitterhorn
Uli Straßer,2,Hüttenkogel;Wiesberg
Ulrich Krenn,2,Thomaskogel;Mühlbacher Kogel
Walter Herz,2,Winterstaude;Brendler Lug
Wilfried Blaas,2,Grawand - Croda delle Cornacchie;Graue Wand - Croda Grigia
Wolfgang Busch,2,Scheibenkogel;Riffelkopf
Wolfgang Köchler,2,Großer Gebra;Dristenkopf
Wolfgang Neiss,2,Ringkamp;Hohe Weichsel
Wolfgang Steinbichler,2,Helmeskogel;Elexenberg
gleitschirmreparatur .at,2,Bodeneck;Radentheiner Kreuz
herbert warth,2,Spieljoch;Onkeljoch
manuel wolfesberger,2,Hochalpe;Blaskögerl
michael kraeftner,2,Kaiserstein;Donnerkogel
robert heim,2,Hohe Stuhl;Ahornkogel
siegfr hagen,2,Hohes Haus;Hohes Kreuz
AAndreas AAndreas,1,Schartwand
Adam Dohnal,1,Sulzspitze
Alastair Begley,1,Wanglspitze
Albert Lukasser,1,Schoberköpfl
Alessandro Schöpf,1,Vorderes Alpjoch
Alex Mu,1,Zinsberg
Alex Schalber,1,Baumbachspitze
Alexander Arnold,1,Vorderer Fagerkopf
Alexander Lang,1,Rote Säule
Alexander Robé,1,Loneskopf
Alexander Stracker,1,Trelebitschkopf
Alfred Süss,1,Lagelsberg
Alois Ralser,1,Gefrorene-Wand-Spitzen
Amaury De Villenfagne,1,Suntiger
Andre Roscic,1,Fluchtkogel
Andreas Brünner,1,Hochegg
Andreas Ebner,1,Schwarzer Berg
Andreas Falkenburg,1,Leerberg
Andreas Haberl,1,Pletzen
Andreas Hinterecker,1,Kaminspitz
Andreas Lanbach,1,Alpleskopf
Andreas Pranzl,1,Scheiblingstein
Andreas Sanner,1,Amberger Alm
Andreas Stauder,1,Laba
Andreas Strohmeier,1,Kleiner Gebra (Ranggen)
André Glauser,1,Hochetzkogel
Anton Raumauf,1,Hornköpfl
Anton Soeke,1,Napfenspitz
Armin Laimer,1,Monte Madrizze / Madritschen
Armin Zwinz,1,Krippenbrunn 1552mA
Arnel Fazlic,1,Alpl
Arno Ertler,1,Ochsenberg
Barbara Bachmaier,1,Plattenkogel
Barry Zeldenrust,1,Ederplan
Barış Çelik,1,Grinnköpfl
Bastian Herold,1,Heuberg
Ben Döm,1,Preiner Wand
Ben Kellett,1,Kehlstein
Benjamin Jordan,1,Vorderes Labeneck
Benjamin Larch,1,Schwarzkarkogel
Benjamin Nierer,1,Rauhenstein
Benjamin Sporer,1,Hoarbergkarspitze
Benjo Schmid,1,Gößeck
Benno Nennhuber,1,Wildkogel
Bernd Pammer,1,Schneegruben
Bernhard Eglauer,1,Ranstein
Bernhard Fercher,1,Bretterspitze
Bernhard Kirnbauer,1,Hochbrand
Bernhard Korber,1,Großer Ringkogel
Bernhard Maruschek,1,Schoberkogel
Bernhard Peßl,1,Plankogel
Berni Koller,1,Hahnenkamm
Bogdan Baziuk,1,Steinbergkogel
Bohus Kolesar,1,Kreuzkofel
Brigitte Hofer,1,Bleckwand
Brooke Whatnall,1,Laubkogel
Bryan Moore,1,Osternig / Oisternig
Celine Lorenz,1,Wetterfahne
Chrigel Maurer,1,Gruberhorn
Christian Bader,1,Gungern
Christian Bechter,1,Höferspitze
Christian Grohs,1,Hochblaser
Christian Habich,1,Schwarzkofel
Christian Hochegger,1,Schafkögel
Christian Kurz,1,Tögischer Berg
Christian Opetnik,1,Feistritzerspitze
Christian Roland Schebitz,1,Eggenalmkogel
Christian Schugg,1,Nebelhorn
Christian Schäffer,1,Madereck
Christian Schöll,1,Lüneregg
Christine Pucher,1,Draiacher B.
Christoph Alexander Röck,1,Hoher Stuhl
Christoph Eder,1,Schareck
Christoph Fridrich,1,Schwarzkogel
Christoph Hilgärtner,1,Kumpfkarspitze
Christoph Wolf,1,Pretul
Christopher Friedl,1,Bischlingshöhe
Clemens Bender,1,Lamprechthöhe
Clemens Schrempf,1,Dromeisspitze
Colin Rathbun,1,Kaiserkopf
Corinna Knobloch,1,Kohlberg
Daniel Gosso,1,Elsenkopf
Daniel Schmitt,1,Seekarspitze
David Astl,1,Platte
David Bengtsson,1,Schattberg-Ost
David FerrerLlanes,1,Toblacher Pfannhorn - Corno di Fana
David Neuböck,1,Elferkogel
Dennis Paulitsch,1,Ochsenkogel
Diana Messer,1,Torhelm
Dieter Buchmann,1,Langstein
Dietmar Baumann,1,Buchbergkogel
Dietmar Gotsch,1,Rauher Kopf
Dietmar Hammer,1,Kanzelhöhe
Dietmar Steiner,1,Radhausberg
Dominic Rohner,1,Gammerspitze
Dominika Kasieczko,1,Grafenberg
Dorian Riener,1,Gamsfreiheit
Edith Riedler,1,Gamseck
Eduard Stiegler,1,Lackner Miesberg
Elisabeth Kettlgruber,1,Scheibenspitze
Elisabeth Seibt,1,Brandstadl
Emanuel Schuster,1,Rote Wand
Engelbert Heim,1,Schwarzkogel
Erich Heigl,1,Schwarzkogel
Erich Sammer,1,Kaiserschild
Ernesto Hinestroza,1,Großer Gundkopf
Erwin Ebner,1,Mittelgipfel
Erwin Holzer,1,Schießling
Evgeny Leontyev,1,Hundstein
Ewald Lidl,1,Kufstein
Fabian Knoch,1,Lochgehrenspitze
Fabian Zwerger 📷,1,Sonnspitzl
Felix Bellinghausen,1,Markbachjoch
Ferdinand Gmeiner,1,Jöchelspitze
Fernando Sierra,1,Rotspitz
Florian Epple,1,Zeiger
Florian Gastelsberger,1,Unterer Fochezkopf
Florian Rameil,1,Zwiesel
Florian Sukup,1,Klosterwappen
Frank Schmidt,1,Pfannegg
Franz Breitwieser,1,Nasen
Franz Josef Schögl,1,Fahnenkogel
Franz Marcher,1,Spitzegel
Franz Martin lang,1,Stotzkopf
Franz Schlegl,1,Wachtberg
Franz Steinberger,1,Rosskopf
Franz Suppan,1,Dürre Leiten
Fred Forcher,1,Gurlspitze
Fritz Dorninger,1,Tischkogel
Gaurav Vaidya,1,Lichtenberg
Georg Czermak,1,Ruderhofspitze
Georg Emrich,1,Latschenkogel
Georg Gundolf,1,Vorderer Brunnenkogel
Georg Mair,1,Winkeljochspitz
Gerald Danner,1,Steinkogel
Gerald Haas,1,Brennert
Gerhard Gassner,1,Sonnwendköpperl
Gerhard Peuker,1,Kalte Mauer
Gerhard Pfeffer,1,Schattberg West
Gernot Pixner,1,Gerlerkogel
Gernot Völkl,1,TAC-Spitze
Gino Kaidisch,1,Kapin / Capin di levante
Gino Münch,1,Rohnenspitze
Gregor Janko,1,Mitterberg
Gregor Liebisch,1,Haneggkogel
Guenter Mair,1,Hausberg
Guntram Büchel,1,Dünser Horn
Guru Jára,1,Drei Warter - Le Tre Guardie
Günter Mayer,1,Schauerstein
Hannah Müller,1,Zererköpfle
Hannes Bstieler,1,Hintereggkogel
Hannes Kuenzer,1,Hoher Weißzint - Punta Bianca
Hannes Schwingenschlögl,1,Jägernase
Hannes Uttinger,1,Niederer Türlspitz
Hans Keim,1,Predigtstuhl
Hans Nüesch,1,Schafköpfe
Harald Geiger,1,Zafernhorn
Harald Pichler,1,G'hackstein
Harald Rimml,1,Rossköpfe
Harald Vollmer,1,Kegelstattkegele
Harry Daporta,1,Unterhochkreuz
Helmut Eichholzer,1,Kreuzkogel
Helmut Forstner,1,Spielkogel
Helmut Gappmaier,1,Salersbachköpfl
Helmut Glasenhardt,1,Wetterkogel
Helmut Hofer,1,Weinkogel
Herbert Fleisch,1,Scharnik
Herbert Pfeffer,1,Maurerkogel
Herbert Schmid,1,Kemahdhöhe
Hermann Raninger,1,Dürrenstein
Hubert STEPHAN 🐦,1,Wolan
IDRIS BIRCH,1,Gschöllkopf
Jacob Krammer,1,Zinkenkopf
Jakob Flarer,1,Hofmannspitze - Cima Piccola
Jakob Karpfinger,1,Kohlmaiskopf
Jakob März,1,Breiteck
Jakob Sturm,1,Braunedlkogel
Jakob Trattner,1,Karspitz
Jakob Zuchna,1,Kreuzkogel (Döferl)
Jakub Rott,1,Plattenkogel
James Elliott,1,Wannejöchl
Jan Folbrecht,1,Fadenberg
Jan Jagiello,1,Papstriegel
Jarek Vanc,1,Mokarspitz
Jiří Hlavatý,1,Schartenspitze
Joby Spencer,1,Bichl
Jochen Schweizer,1,Geißfuß
Johann Hartl,1,Königsleitenspitze
Johann Sulzbacher,1,Kalcherberg
Johann Weisenberger,1,Rosseck
Johann Wurzenberger,1,Kleiner Ötscher
Johannes Brix,1,Kahlwandspitze
Johannes Damisch,1,Roßfeld
Johannes Eder,1,Großer Traunstein
Johannes Ferner,1,Kleines Gurpitscheck
Johannes Hirnböck,1,Langegg
Johannes Karu,1,Stongerhöhe
Johannes Klackl,1,Leonsberg
Johannes Lahninger,1,Ochsenriedel
Johannes Lindmoser,1,Gründegg
Johannes Oberwalder,1,Cimaroß
Johannes Schantl,1,Brennwald
Johannes Weinberger,1,Ilgner Alpl
Jonas Hribernik,1,Steinschneider
Jonathan Bishop,1,Rotwandlspitze
Jonathan Summerfield,1,Lachenkopf
Josef Nindl,1,Östliche Kaminspitze
Juan Carlos Kraihammer,1,Hochkarfelderkopf
Julian Bernhuber,1,Stuhlböcklkopf
Julian Lange,1,Heimköpfl
Julian Nenning,1,Viererspitze
Julien Fargier,1,Ronachgeier
Jörg Lechner,1,Gamskogel
Jörg Müller,1,Messnerin
Jürgen Gottlieb,1,Miesriegel
Jürgen Klein,1,Gedrechter
Jürgen Simon,1,Kettentalkogel
Jürgen Thomas,1,Stemmerkogel
Karl Ebelsberger,1,Wimmersberg
Karl Leh,1,Almkogel
Karl Schögl,1,Riffel
Karol Ladoš,1,Klenitzen
Katharina Herdegen,1,Lämmerbichl
Katrin Tanner,1,Bschlaber Kreuzspitze
Kevin Koch,1,Vorderunnutz
Klaus Dieter Lechner,1,Spitzplaneck
Klaus Maier,1,Schneefernerkopf
Klaus Uhlir,1,Mitterkofel
Kurt Burger,1,Burg
Kurt Eder,1,Kleiner Tauernkopf
Lainer Roman,1,Hofer Plattl
Lenjamin Butze,1,Ditzel
Leonard Kujus,1,Glutserberg
Leopold Stepan,1,Rauchkofel
Linus Watzenegger,1,Hoher Freschen
Lisa Puschmann,1,Kammerkirchkopf
Lorenz Berker,1,Schwarzhanskarspitze
Lorenz Brusa,1,Naafkopf
Louis Seidl,1,Linsberg
Ludwig Entstraßer,1,Trenkner
Luděk Hostan,1,Wildengundkopf
Lukas Haas,1,Mauereck
Lukas Haselwanter,1,Kleberkopf
Lukas Müller,1,Hochgerach
M C,1,Breitbichl
Maarten Swart,1,Gripp
Manfred Koppatz,1,Niederpolster
Manuel Nübel,1,Neualpspitze
Manuel Oka,1,Kirchl
Manuel Schmiedhofer,1,Hornischegg - Monte Arnese
Manuela Mayer,1,Grabnerspitze
Marc Delongie,1,Renkknie
Marcin Duszynski,1,Hochkasern
Marcos Artner de Lucas,1,Gartner Joch
Mario Bimingstorfer,1,Freundschaftshöhe
Mario Gaschnig,1,Kornock
Mario Kalkhofer,1,Kasberg
Mario Linemayr,1,Rüfikopf
Mario Probst,1,Pitzkopf
Marius Laux,1,Speikbichl
Marius Meißner,1,Burgstein
Markus Ahrer,1,Hohe Penhab
Markus Aichstill,1,Gurpitschnock
Markus Anders,1,Diereck
Markus Brunner,1,Kosiak
Markus Dobernig,1,Millstätter Alpe
Markus Ebenfeld,1,Schmittenhöhe
Markus Lechner,1,Zwölferkogel
Markus Oberwalder,1,Innerer Knorrkogel
Markus Pfister,1,Bärenkopf
Markus Reich,1,Jauzkopf
Markus Schafferhofer,1,Schauerstein
Markus Schnöll,1,Tanzboden
Markus Smeykal,1,Herndleck
Markus Wild,1,Mohar
Martin Aglibut,1,Sechszeiger
Martin Brunn,1,Latschätzkopf
Martin Fleischhacker,1,Frühmesser
Martin Fürbaß,1,Krakaberg
Martin Gräfling,1,Roßbachkogel
Martin Madleitner,1,Großer Schmiedinger
Martin Morak,1,Lippekogel
Martin Oberrauner,1,Lahnernock
Martin Persch,1,Rössel
Martin Piehslinger,1,Sternspitze
Martin Spiessberger,1,Vorderer Sonnenkogel
Martin Wörther,1,Sonnenwendkogel
Martina Kirschner-Trimmel,1,Weißseespitze - Cima del Lago Bianco
Mate Szomjak,1,Erzkogel
Matteo Vitale,1,Gritzer Riegel
Matthias Auer,1,Sinderkogel
Matthias Helm,1,Manlitzkogel
Matthias Langanger,1,Lueg
Matthias Leitner-Bartussek,1,Windgrube
Matthias Mai,1,Hohe Salve
Matthias Schallhart,1,Häuslkogel
Matthias Sommer,1,Hönig
Max Schmid,1,Schönberg
Maximilian Achenrainer,1,Kleine Aifnerspitze
Maximilian Fetz,1,Zetz
Maximilian Rotter,1,Ladenberg
Meinhard Assmair,1,Berger Kogel
Michael Brandl,1,Wenghofköpfl
Michael Hofstätter,1,Kleiner Asitz
Michael Lacher,1,Schlappolteck
Michael Laur,1,Gilmenkopf
Michael Rüdisser,1,Zamangspitze
Michael Sölle,1,Hohenwart
Michael Zürnstein,1,Hochgruben - Tovo Alto
Michi Šlachta,1,Schlageck
Milena Austel,1,Brechhorn
Miran Kreuzer,1,Zoderkogel
Moitzi Richard,1,Stroß
Monika Schapmann,1,Hälekopf
Nick Bither,1,Haidnerhöhe
Nicky Thomas,1,Rabenkopf
Nikolaus Gfrerer,1,Spielkogel
Nikolaus Haminger,1,Vormauerstein
Noah Ladner,1,Wankspitze
Norbert Breitler,1,Multereck
Norbert Winkler,1,Lammersdorfer Berg
Oberreiter Rupert,1,Koreinhöhe
Ole Becher,1,Turneck
Oliver Kronawithleithner,1,Mittlerer Sattelkopf
Oliver Teubert,1,Wiesegg
Olivier Peyre,1,Gernkogel
Ondřej Pavlík,1,Leckkogel
Oskar Weissteiner,1,Schwarzenstein - Sasso Nero
Pascal Arnet,1,Rote Wand
Patrick Dünser,1,Kuhgrat
Patrick Gollnhuber,1,Stuhleck
Patrick Kropfreiter,1,Dolfußkreuz
Patrick Robier,1,Braggstein
Patrick Sieber,1,Krinnenköpfe
Patrick Steiner,1,Muttenkopf
Paul Meliessnig,1,Frischlinghöhe
Pavel Holan,1,Lochner Horn
Pavel Valasek,1,Egger-Wiesen-Kopf
Peter (Bene) Rainer,1,Böse Nase
Peter Auer,1,Rudersburg
Peter Behofsics,1,Bromberg
Peter Bienek,1,Spieljoch
Peter Gründler,1,Brennkopf
Peter Jöchl,1,Feldkögel
Peter Koeck,1,Hochkogel
Peter Moser,1,Hocheck
Peter Peller,1,Kleiner Isidor
Peter Schaffer,1,Kuhalm
Peter Sellemond,1,Zinsnock
Peter Wais,1,Fellhorn
Peter Weitzbauer,1,Sonnwendstein
Peter Šimek,1,Wildfeld
Petr Chromec,1,Lackentörlspitz
Petr Kostrhun,1,Schafkopf
Philip Sauren,1,Achselkopf
Philipp Dönz,1,Zimba
Philipp Labacher,1,Berliner Kreuz
Philipp Stubner,1,Großer Wildkamm
Philipp Wolfrum,1,Gaisbergjoch
Philipp Zwicker,1,Reißkofel
Phillip Tritthart,1,Rosskopf
Pie Roe,1,Kanzelwand
Pierre Weiskopf,1,Hinterer Seekopf
Piet Peterson,1,Östlicher Krottenkopf
Pochiu Adrian,1,Napfe
Pochiu Iulian,1,Unterer Sattelkopf
Polina Pirch,1,Sternstein
Radek Frolík,1,Naglköpfl
Ralf Eichelsdörfer,1,Pitzenegg
Ralph Deleja-Hotko,1,Mottakopf
Ralph Schloeffel,1,Steinrastl
Raphael Pongratz 🪂,1,Sulzfluh
Reavis Sutphin-Gray,1,Bernkogel
Rebecca Tsukalas,1,Hirschberg
Rem T'air,1,Grüblspitze
René Aglas,1,Hochsalm
René Streußnig,1,Üntschenspitze
Richard Maltan,1,Pfaffenkegel
Richard Söser,1,Thorhöhe
Richard Winkel,1,Hochblanken
Robert Blum,1,Kreuzeck
Robert Knödlseder,1,Schmaßkofel
Robert Plankensteiner,1,Hohe Mut
Robert Schwaiger,1,Roßkopf
Robert Wagner,1,Schwarzwaldeck
Robin Baruffa,1,Reißenschuh
Roland Lämmerer,1,Törl
Roland Oberlercher,1,Schlafkogel
Roland Rodler,1,Kampalpe
Rolf Igelmann,1,Plenteliz
Roli Sat,1,Scheckbühel
Roman Fleisch,1,Hohe Kugel
Roman Michejda,1,Wiesennock
Roman Reisinger,1,Wetterin
Ron Klokkers,1,Veitsberg
Ronald Reinisch,1,Wandspitze
Rosemarie Claudia Szilagyi,1,Kleines Pfuitjöchle
Rudolf Koll,1,Durcheckkopf
Rudolf Niedermühlbichler,1,Guggenkögele
Sabine Schwartz,1,Krahbergzinken
Samantha Oberhofer,1,Innspeikkofel
Samuel Landolt,1,Lazidkopf
Samuel Tanner,1,Damerkopf
Samuel Vurpillot,1,Sattelspitz
Sascha Zein,1,Pimig
Sebastian Falk,1,Schafeggkogl
Sebastian Gruber,1,Vöttleck
Sebastian Rommel,1,Speikkogel
Sepp Inniger,1,Regenstein
Seppl Sturm,1,Krahberg
Serge Durrant,1,Hintere Steinkarspitze
Sergey Shkredov,1,Kühkranz
Silke Lanbach,1,Pleiskopf
Simon Hofmarcher,1,Prochenberg
Simon Kreidl,1,Hoher Riffler
Simon Schranz,1,Hohe Aifnerspitze
Simon Staller,1,Hochstadel
Stadler Rupert,1,Hüttenkogel
Stanislav Klikar,1,Mitterwandskopf
Stefan Fercher,1,Kuhhaut
Stefan Gruber,1,Voldöpper Spitze (Brandenberg)
Stefan Horngacher,1,Gaisberg
Stefan Messerklinger,1,Tennkogel
Stefan Petzner,1,Grebenzen
Stefan Plach,1,Härmelekopf
Stefan Schröder,1,Roßkopf
Stefan Thaler,1,Großer Solstein
Stefan Voglsam,1,Pillsteinhöhe
Stefan Walter,1,Maurerkogel
Stefano Morettini,1,Rumer Nadel
Steffen Bandow,1,Roßkogel
Steffen Kunze,1,Kranzhorn
Stephan Gruber,1,Knorren
Stephanie Westerhuis,1,Geiereck
Tamara Hoebinger,1,Kleiner Bosruck
Theresia Brüggl,1,Eiskogel
Thomas Bergmüller,1,Neubirg
Thomas Derler,1,Mugel
Thomas Gröfler,1,Golmer Joch
Thomas Haag,1,Schesaplana
Thomas Hofer,1,Hohes Eis
Thomas Hoffmann,1,Gabesittenhang
Thomas Krautschneider,1,Glanderspitze
Thomas Orlicky,1,Almkopf
Thomas Piok,1,Hoadl
Thomas Vorreiter,1,Hochsonnberg
Thomas Wolfger,1,Zirbitzkogel
Thorsten Griese,1,Atterkogel
Tim Grabowski,1,Großes Pfuitjöchle
Tim Huber,1,Kreuzeck
Timon Weber,1,Rosengarten
Tobias Brandl,1,Rofanspitze
Tobias Römer,1,Kraxentrager
Tobias Trinker,1,Moaralmspitze
Tobias. Grossrubatscher.,1,Höllenspitze
Tom Hoffmann,1,Grubigstein
Tom Tschinkel,1,Roßkogel
Tom Weissenberger,1,Gaisberg
Tomasz Dobrzanski,1,Jungfrau
Tomáš Valenta,1,Dreimarkstein
Tzak Garnett Leevers,1,Woschza / Vošca
Ulrich Scheller,1,Lodron
Umut Tuncer,1,Zirleseck
Urs König,1,Gratlspitze
Uwe Langhoff,1,Platteckspitz
Vaclav Topol,1,Mühlwaldköpfl / Gartigköpfl
Valentin Gruber,1,Kalkstein (Baumooskogel)
Valentin Platzer,1,Weißkugel - Palla Bianca
Valentin Rüdenauer,1,Litnisschrofen
Vera Polaschegg,1,Galgenholz
Vid Bajec,1,Monte Cavallo di Pontebba / Rosskofel
Viktor Valášek,1,Hornspitz
Vittorio Messini,1,Kegelstein
Voithofer Gregor,1,Breitkopf
Vojtech Jonak,1,Wankrautkopf
Václav Lukeš,1,Blaubergschneid
Walter Mayer,1,Baumgarten
Walter Tritthart,1,Rosennock
Wendelin Ortner,1,Gabesitten
Werner Obereder,1,Kohlmais
Werner Raschböck,1,Zitterauer Tisch
Werner Schütz,1,Zinnenberg
William Clive,1,Südl. Schafgafall
Wolfgang Altendorfer,1,Jakobskogel
Wolfgang Berger,1,Speiereck
Wolfgang Bernhard,1,Graskögerl
Wolfgang Kothgasser,1,Schöcklkopf
Wolfgang Rabl,1,Stoder
Wolfgang Schrank,1,Schwarzkogel
Wolfgang Stamm,1,Lärchkogel
Wolfgang Steininger,1,Paulnriedl
Yanick Dickbauer,1,Großer Schoberstein
Zdenka Chromcová,1,Sonntagskogel
Zio Rinaldo Vuerich,1,Deferegger Riegel
Zsolt Wind Guti,1,Spathkogel
christopher manzl,1,Hahnenkamm
cosy cosy,1,Zehner-Nock
florian hutter,1,Mittagskogel
gerhard Scheffknecht,1,Schwarzer Turm
guenther hutterer,1,Sonnwendkogel
günther walcher,1,Brandnerkogel
hannes salomon,1,Mittagsjoch
hans gerald poscher,1,Teufelskirche
karl steinegger,1,Reichenstein
marko petschnig,1,Goli vrh
michael witschi,1,Ascherjoch (Semmelkopf)
norbert schmiderer,1,Lachfeldkopf
robert gyorgy,1,Hanglhöhe
simon penz,1,Valluga
stefan hollenstein,1,Scheienfluh
steffen lehmann,1,Wannaköpfle
werner resel,1,Kleiner Dürrenstein
werner schweiger,1,Schleifkogel
Žiga Bajt,1,Golica/Kahlkogel
🥨 Micha Triebel 🍺,1,Geierköpfe-Westgipfel
