pilot,records,peaks
Thomas Blatter,1,Bettmerhorn
Thomas Brodbeck,1,Folluhorn
Thomas Gresch,1,Roggenstock
Thomas Kern,1,Schlossberg
Thomas Mullis,1,Stelligrat
Thomas Rast,1,Hornfluh
Thomas Schellenberg,1,Ruchbüel
Thomas Weber,1,Gotschnagrat
Thomas Woellner,1,Hochhamm
Tim Hildebrand,1,Bitschigrind
Tim von Burg,1,Tannmattchopf
Timo Weibel,1,Schwabhore
Tobias Bünter,1,Wellenberg
Tobias Dimmler,1,Walalpgrat
Tony Marty,1,Piz Scalottas
Ueli Niederhäuser,1,Märe
Urban Fischer,1,Rigidalstock
Urs Bigler,1,Rütistein
Urs Gyseler,1,Cima delle Cicogne
Urs Herzog,1,Hochwang
Urs Karli,1,Spirstock
Urs Meli,1,Rotstöckli
Urs Odermatt,1,Müllerspitz
Vera Polaschegg,1,Ulrichshorn
Vitus Spörri,1,Lauihöchi
Walter Maurer,1,Rägeboldshore
Walter Utiger,1,Guggihürli
Werner Gysin,1,Güdaspitz
Wessel Du Plooy,1,Chaiserstuel
Wilfried Blaas,1,Äusserer Nockenkopf - Dosso di Fuori
William Palmer,1,Pointe de Bellevue
Xavier Gastaldi,1,Portail de Fully
Xavier Trilles,1,Roc d'Orzival
Yanick LETTRY,1,Mont Racine
Yann Fischer,1,Sex de Marinda
alberto sabbadini,1,Monte Sighignola
alessandro bianchi,1,Monte Moro
andreas schaub,1,Hasenmatt
angelo giudici,1,Piz Spinas
daniel von niederhäusern,1,Vudalla
dario sottile,1,Punta Gnifetti
eugen sonderegger,1,Hochhus
francesca milasi,1,Steinchalchhorn
gael sahli,1,Dents Rousses
hans vogel,1,Brienzer Rothorn
ivan riverso,1,Ludwigshöhe
luca fochesato,1,Piano del Poncione
mark bugmann,1,Girenspitz
oleg ryjkov,1,Hohmad
raphael neuhaus,1,La Seya
rene abgottspon,1,Mittelallalin
robert stauffer,1,Aff
valentin pellissier,1,Bella Tola
von bergen peter,1,Pizzo d'Eus
walter kälin,1,Spital
